     1.890     1.491     1.603     1.344     1.902     0.621    -0.240     0.234     0.465     0.145 203795 310015
     1.890     1.491     1.603     1.719     1.902     2.713     2.107     1.518     1.027     0.145 203806 310013
    -1.968    -0.434    -0.914    -1.580    -0.687     0.023    -0.959    -0.864    -0.305     0.145 203821 310009
    -0.425     0.529     0.973     0.528     0.752    -0.276     0.464     0.876     0.016     0.145 203831 310015
     0.604     0.047     0.973     0.528    -1.284     0.023     0.023    -0.222    -0.039     0.145 210006 200012
    -0.168    -0.434     0.344     0.075     1.158    -0.874     0.464     1.518    -0.038     0.145 210007 200017
    -0.940     1.010     0.973     0.949    -0.161    -0.575    -0.240    -0.222    -0.233     0.145 210009 200017
    -0.425    -1.397    -0.285    -2.313    -0.161    -1.472     0.657     0.876    -0.262     0.145 210012 200018
    -1.197    -0.915     0.344    -0.962    -0.161    -0.874     0.254    -0.864    -0.284     0.145 210208 300024
    -0.168     1.491     1.603     1.344     0.752     2.414     0.464    -0.222     0.552     0.145 210214 300024
     0.604     1.491     1.603    -0.417     0.752     0.023     1.164     0.587     0.244     0.145 210228 300038
    -1.638     0.529    -0.285     0.075     0.314    -1.173    -1.941    -1.962    -0.513     0.145 210239 300028
     1.118    -1.878    -0.285    -0.417    -0.687     0.621     0.657    -1.962     0.175     0.145 210240 300045
    -1.197     0.529    -0.914     0.949    -0.687     0.023    -0.959    -1.962    -0.287     0.145 210241 300046
     0.604     0.529     0.973     0.528     0.752     0.023    -0.552     0.234     0.106     0.145 210260 300022
     0.604     0.047     0.973     0.075    -1.284     0.621     0.836     1.332     0.159     0.145 210281 300048
    -1.197    -2.359    -0.285    -2.313    -1.284     0.322     0.464     0.587    -0.101     0.145 210623 310011
    -0.425     0.047    -0.285    -0.962    -1.991    -1.472    -1.941    -1.962    -0.629     0.145 210628 310014
     0.089     1.491     1.603     1.719     1.902     0.322     0.836     2.327     0.319     0.145 210638 310014
     0.089    -1.397    -1.543    -2.313    -0.161    -0.276    -0.552     0.234    -0.078     0.145 210642 310015
     1.375     0.529     0.973    -0.962     1.541    -0.276     1.164     0.234     0.317     0.145 210645 310013
    -0.425    -1.397    -0.914    -0.417     0.752    -1.173    -0.959    -0.222    -0.283     0.145 210651 310015
    -1.197    -0.434     0.344     1.344     1.158    -0.874    -1.941    -0.222    -0.331     0.145 210667 310015
    -0.425     0.047    -0.914     0.528     0.314    -0.276     0.657    -0.222    -0.058     0.145 210670 310013
    -1.197     0.047     0.344     1.344    -0.161    -0.874     0.023    -0.222    -0.323     0.145 210671 310015
    -0.168     0.529     0.344     0.949     0.314    -0.575    -0.552    -0.864    -0.158     0.145 210677 310014
